seed,width,depth,rounding,final_train_acc,final_test_acc,best_test_acc,final_loss
999,32,6,nearest,0.9649999737739563,0.9350000023841858,0.9399999976158142,0.15443050861358643
999,32,6,floor,0.887499988079071,0.8324999809265137,0.8299999833106995,0.3632107973098755
999,32,6,ceil,0.9762499928474426,0.949999988079071,0.9674999713897705,0.13417425751686096
999,32,8,baseline,0.9931250214576721,0.9300000071525574,0.9325000047683716,0.26996347308158875
999,32,8,nearest,0.9706249833106995,0.9599999785423279,0.9649999737739563,0.14152415096759796
999,32,8,floor,0.965624988079071,0.9325000047683716,0.9300000071525574,0.23559023439884186
999,32,8,ceil,0.9775000214576721,0.9549999833106995,0.9549999833106995,0.1354522407054901
999,32,10,baseline,0.9881250262260437,0.9225000143051147,0.9474999904632568,0.26316800713539124
999,32,10,nearest,0.9831249713897705,0.9424999952316284,0.9649999737739563,0.16662929952144623
999,32,10,floor,0.9743750095367432,0.9524999856948853,0.9574999809265137,0.1452830284833908
999,32,10,ceil,0.9462500214576721,0.9175000190734863,0.9275000095367432,0.23167705535888672
999,64,2,baseline,0.8806250095367432,0.7825000286102295,0.7825000286102295,0.41464710235595703
999,64,2,nearest,0.7856249809265137,0.6875,0.6825000047683716,0.5245469808578491
999,64,2,floor,0.7681249976158142,0.6700000166893005,0.6875,0.5549784302711487
999,64,2,ceil,0.78125,0.6775000095367432,0.6775000095367432,0.5264091491699219
999,64,4,baseline,0.9912499785423279,0.9700000286102295,0.9750000238418579,0.08101555705070496
999,64,4,nearest,0.9868749976158142,0.9674999713897705,0.9800000190734863,0.07475390285253525
999,64,4,floor,0.9881250262260437,0.9649999737739563,0.9750000238418579,0.088274285197258
999,64,4,ceil,0.9868749976158142,0.9574999809265137,0.9750000238418579,0.11006364226341248
999,64,6,baseline,0.9925000071525574,0.9574999809265137,0.9725000262260437,0.162620410323143
999,64,6,nearest,0.9831249713897705,0.9599999785423279,0.9750000238418579,0.10065120458602905
999,64,6,floor,0.9862499833106995,0.9574999809265137,0.9750000238418579,0.11488015949726105
999,64,6,ceil,0.9850000143051147,0.9574999809265137,0.9750000238418579,0.11247512698173523
999,64,8,baseline,0.9937499761581421,0.9599999785423279,0.9775000214576721,0.239512637257576
999,64,8,nearest,0.9881250262260437,0.9574999809265137,0.9674999713897705,0.11418451368808746
999,64,8,floor,0.9831249713897705,0.9524999856948853,0.9700000286102295,0.12898430228233337
999,64,8,ceil,0.9856250286102295,0.9649999737739563,0.9775000214576721,0.11216769367456436
999,64,10,baseline,0.9950000047683716,0.9549999833106995,0.9649999737739563,0.33481213450431824
999,64,10,nearest,0.987500011920929,0.949999988079071,0.9574999809265137,0.2492639422416687
999,64,10,floor,0.9887499809265137,0.9674999713897705,0.9725000262260437,0.07694384455680847
999,64,10,ceil,0.9831249713897705,0.9599999785423279,0.9750000238418579,0.11074791848659515
999,128,2,baseline,0.9906250238418579,0.9674999713897705,0.9674999713897705,0.11901576071977615
999,128,2,nearest,0.8931249976158142,0.7950000166893005,0.7900000214576721,0.3912618160247803
999,128,2,floor,0.8668749928474426,0.7400000095367432,0.7524999976158142,0.43421024084091187
999,128,2,ceil,0.9312499761581421,0.8374999761581421,0.8274999856948853,0.3593599200248718
999,128,4,baseline,0.9906250238418579,0.9649999737739563,0.9750000238418579,0.09790283441543579
999,128,4,nearest,0.9893749952316284,0.9624999761581421,0.9775000214576721,0.06555145978927612
999,128,4,floor,0.9887499809265137,0.9649999737739563,0.9775000214576721,0.0963396281003952
999,128,4,ceil,0.9881250262260437,0.9750000238418579,0.9800000190734863,0.07121290266513824
999,128,6,baseline,0.9931250214576721,0.9674999713897705,0.9725000262260437,0.13221481442451477
999,128,6,nearest,0.9912499785423279,0.9649999737739563,0.9800000190734863,0.1365436166524887
999,128,6,floor,0.9906250238418579,0.9624999761581421,0.9750000238418579,0.11449480801820755
999,128,6,ceil,0.9887499809265137,0.9649999737739563,0.9725000262260437,0.10975649207830429
999,128,8,baseline,0.9943749904632568,0.9700000286102295,0.9750000238418579,0.161174014210701
999,128,8,nearest,0.9918749928474426,0.9725000262260437,0.9800000190734863,0.11416994035243988
999,128,8,floor,0.987500011920929,0.9649999737739563,0.9775000214576721,0.11507346481084824
999,128,8,ceil,0.9900000095367432,0.9674999713897705,0.9775000214576721,0.1344129592180252
999,128,10,baseline,0.9950000047683716,0.9574999809265137,0.9624999761581421,0.5117095708847046
999,128,10,nearest,0.9881250262260437,0.9549999833106995,0.9624999761581421,0.1359175443649292
999,128,10,floor,0.9887499809265137,0.9775000214576721,0.9800000190734863,0.12134866416454315
999,128,10,ceil,0.9912499785423279,0.9775000214576721,0.9775000214576721,0.1039307564496994
