seed,width,depth,rounding,final_train_acc,final_test_acc,best_test_acc,final_loss
42,128,2,floor,0.8193749785423279,0.6875,0.7049999833106995,0.48532775044441223
42,128,2,ceil,0.8824999928474426,0.7549999952316284,0.7649999856948853,0.42044344544410706
42,128,4,baseline,0.9918749928474426,0.9599999785423279,0.9700000286102295,0.116987444460392
42,128,4,nearest,0.9887499809265137,0.9649999737739563,0.9800000190734863,0.07745159417390823
42,128,4,floor,0.9850000143051147,0.9700000286102295,0.9775000214576721,0.09413722902536392
42,128,4,ceil,0.987500011920929,0.9725000262260437,0.9775000214576721,0.0833309069275856
42,128,6,baseline,0.9912499785423279,0.9700000286102295,0.9750000238418579,0.13476698100566864
42,128,6,nearest,0.9906250238418579,0.9574999809265137,0.9750000238418579,0.1380172222852707
42,128,6,floor,0.987500011920929,0.9725000262260437,0.9775000214576721,0.1316235363483429
42,128,6,ceil,0.9925000071525574,0.9750000238418579,0.9775000214576721,0.09510394185781479
42,128,8,baseline,0.9925000071525574,0.9649999737739563,0.9725000262260437,0.21541711688041687
42,128,8,nearest,0.9850000143051147,0.9649999737739563,0.9775000214576721,0.12976372241973877
42,128,8,floor,0.9881250262260437,0.9624999761581421,0.9800000190734863,0.15472730994224548
42,128,8,ceil,0.9868749976158142,0.9775000214576721,0.9775000214576721,0.08714358508586884
42,128,10,baseline,0.9837499856948853,0.9599999785423279,0.9599999785423279,0.12329564988613129
42,128,10,nearest,0.9887499809265137,0.9599999785423279,0.9750000238418579,0.141518235206604
42,128,10,floor,0.9887499809265137,0.9624999761581421,0.9800000190734863,0.09689515084028244
42,128,10,ceil,0.9881250262260437,0.9649999737739563,0.9800000190734863,0.09738308191299438
123,4,2,baseline,0.543749988079071,0.5149999856948853,0.5299999713897705,0.7008642554283142
123,4,2,nearest,0.5462499856948853,0.512499988079071,0.5325000286102295,0.70049649477005
123,4,2,floor,0.5643749833106995,0.5274999737739563,0.5325000286102295,0.6970541477203369
123,4,2,ceil,0.565625011920929,0.5274999737739563,0.5299999713897705,0.6969890594482422
123,4,4,baseline,0.574999988079071,0.5,0.5,0.6933897137641907
123,4,4,nearest,0.5849999785423279,0.5149999856948853,0.512499988079071,0.6917048692703247
123,4,4,floor,0.5581250190734863,0.48500001430511475,0.48750001192092896,0.6934476494789124
123,4,4,ceil,0.5406249761581421,0.46000000834465027,0.5350000262260437,0.6922784447669983
123,4,6,baseline,0.5481250286102295,0.5724999904632568,0.5774999856948853,0.6833310723304749
123,4,6,nearest,0.534375011920929,0.550000011920929,0.5799999833106995,0.6867539882659912
123,4,6,floor,0.5575000047683716,0.5724999904632568,0.5699999928474426,0.6888958811759949
123,4,6,ceil,0.5318750143051147,0.5425000190734863,0.5699999928474426,0.6865599751472473
123,4,8,baseline,0.5674999952316284,0.5350000262260437,0.5400000214576721,0.6952590346336365
123,4,8,nearest,0.5612499713897705,0.5600000023841858,0.5600000023841858,0.6892980933189392
123,4,8,floor,0.559374988079071,0.5600000023841858,0.5625,0.6902214884757996
123,4,8,ceil,0.5600000023841858,0.5475000143051147,0.5625,0.6898187398910522
123,4,10,baseline,0.6168749928474426,0.550000011920929,0.5625,0.6891345381736755
123,4,10,nearest,0.5037500262260437,0.48500001430511475,0.5149999856948853,0.6933481097221375
123,4,10,floor,0.5037500262260437,0.48500001430511475,0.5149999856948853,0.6933549642562866
123,4,10,ceil,0.5037500262260437,0.48500001430511475,0.5149999856948853,0.6934026479721069
123,8,2,baseline,0.6131250262260437,0.5824999809265137,0.5874999761581421,0.6798120141029358
123,8,2,nearest,0.6112499833106995,0.574999988079071,0.5849999785423279,0.6840862035751343
123,8,2,floor,0.6043750047683716,0.5575000047683716,0.5674999952316284,0.6943235993385315
123,8,2,ceil,0.5743749737739563,0.5674999952316284,0.5674999952316284,0.6918964385986328
123,8,4,baseline,0.5731250047683716,0.5375000238418579,0.5475000143051147,0.6882367730140686
123,8,4,nearest,0.640625,0.5824999809265137,0.5899999737739563,0.6790938377380371
123,8,4,floor,0.5612499713897705,0.5249999761581421,0.5375000238418579,0.6846131682395935
123,8,4,ceil,0.6362500190734863,0.5525000095367432,0.5699999928474426,0.6875035762786865
123,8,6,baseline,0.6556249856948853,0.612500011920929,0.612500011920929,0.6138906478881836
123,8,6,nearest,0.6068750023841858,0.5674999952316284,0.5874999761581421,0.6693054437637329
123,8,6,floor,0.5774999856948853,0.5550000071525574,0.5849999785423279,0.6772242188453674
123,8,6,ceil,0.5525000095367432,0.5274999737739563,0.574999988079071,0.6777485609054565
123,8,8,baseline,0.7506250143051147,0.6549999713897705,0.6549999713897705,0.6584804058074951
123,8,8,nearest,0.6418750286102295,0.6100000143051147,0.612500011920929,0.6693110466003418
123,8,8,floor,0.5249999761581421,0.4399999976158142,0.5674999952316284,0.6926056742668152
123,8,8,ceil,0.5037500262260437,0.48500001430511475,0.5325000286102295,0.6940774321556091
123,8,10,baseline,0.7300000190734863,0.6175000071525574,0.675000011920929,0.6187105178833008
123,8,10,nearest,0.6524999737739563,0.5724999904632568,0.5874999761581421,0.720122754573822
123,8,10,floor,0.7243750095367432,0.6700000166893005,0.675000011920929,0.6454132199287415
123,8,10,ceil,0.6987500190734863,0.6175000071525574,0.625,0.7373524308204651
123,16,2,baseline,0.6431249976158142,0.5375000238418579,0.5450000166893005,0.6559552550315857
123,16,2,nearest,0.6225000023841858,0.5625,0.574999988079071,0.6820307970046997
123,16,2,floor,0.6112499833106995,0.5299999713897705,0.5625,0.6871564388275146
123,16,2,ceil,0.6043750047683716,0.5199999809265137,0.5600000023841858,0.6749430298805237
123,16,4,baseline,0.8106250166893005,0.7200000286102295,0.7200000286102295,0.49239256978034973
123,16,4,nearest,0.7306249737739563,0.6575000286102295,0.6549999713897705,0.5569289922714233
123,16,4,floor,0.7262499928474426,0.6050000190734863,0.6175000071525574,0.6082192659378052
123,16,4,ceil,0.7612500190734863,0.6775000095367432,0.6725000143051147,0.5555229783058167
123,16,6,baseline,0.9868749976158142,0.9574999809265137,0.9574999809265137,0.11709914356470108
123,16,6,nearest,0.84375,0.8025000095367432,0.7925000190734863,0.42286938428878784
123,16,6,floor,0.8993750214576721,0.8525000214576721,0.8550000190734863,0.352338969707489
123,16,6,ceil,0.8018749952316284,0.7225000262260437,0.7275000214576721,0.5632172226905823
123,16,8,baseline,0.8256250023841858,0.7850000262260437,0.7850000262260437,0.4154345989227295
123,16,8,nearest,0.7762500047683716,0.6775000095367432,0.6949999928474426,0.6030399799346924
123,16,8,floor,0.8062499761581421,0.7275000214576721,0.7350000143051147,0.5330199003219604
123,16,8,ceil,0.7906249761581421,0.7174999713897705,0.7400000095367432,0.5284156203269958
123,16,10,baseline,0.890625,0.8500000238418579,0.8525000214576721,0.36742207407951355
123,16,10,nearest,0.7868750095367432,0.6899999976158142,0.6924999952316284,0.5796869993209839
123,16,10,floor,0.7674999833106995,0.6825000047683716,0.7024999856948853,0.5992739796638489
123,16,10,ceil,0.7981250286102295,0.7174999713897705,0.7275000214576721,0.5399208664894104
123,32,2,baseline,0.8062499761581421,0.7049999833106995,0.7049999833106995,0.48049601912498474
123,32,2,nearest,0.7012500166893005,0.5849999785423279,0.5924999713897705,0.6190446615219116
123,32,2,floor,0.6868749856948853,0.5799999833106995,0.5724999904632568,0.6313531994819641
123,32,2,ceil,0.706250011920929,0.5950000286102295,0.5950000286102295,0.609222948551178
123,32,4,baseline,0.9893749952316284,0.9674999713897705,0.9674999713897705,0.10425888001918793
123,32,4,nearest,0.8843749761581421,0.8199999928474426,0.8299999833106995,0.3462148606777191
123,32,4,floor,0.8256250023841858,0.7400000095367432,0.7450000047683716,0.4396316409111023
123,32,4,ceil,0.8662499785423279,0.8025000095367432,0.8050000071525574,0.38056573271751404
123,32,6,baseline,0.9900000095367432,0.9775000214576721,0.9775000214576721,0.0935853123664856
123,32,6,nearest,0.9737499952316284,0.949999988079071,0.9449999928474426,0.1580633968114853
123,32,6,floor,0.9350000023841858,0.8899999856948853,0.8949999809265137,0.2945071756839752
123,32,6,ceil,0.9756249785423279,0.9599999785423279,0.9674999713897705,0.12552767992019653
123,32,8,baseline,0.9887499809265137,0.9624999761581421,0.9750000238418579,0.16002315282821655
123,32,8,nearest,0.9281250238418579,0.8949999809265137,0.8974999785423279,0.24730601906776428
123,32,8,floor,0.9081249833106995,0.875,0.8774999976158142,0.2672879695892334
123,32,8,ceil,0.5293750166893005,0.512499988079071,0.7425000071525574,6.4900712966918945
123,32,10,baseline,0.984375,0.9325000047683716,0.9375,0.24922043085098267
123,32,10,nearest,0.9649999737739563,0.9399999976158142,0.9474999904632568,0.17273083329200745
123,32,10,floor,0.8600000143051147,0.7950000166893005,0.800000011920929,0.44217202067375183
123,32,10,ceil,0.925000011920929,0.8650000095367432,0.8774999976158142,0.34572577476501465
123,64,2,baseline,0.9162499904632568,0.8174999952316284,0.8174999952316284,0.35408005118370056
123,64,2,nearest,0.7674999833106995,0.6600000262260437,0.6600000262260437,0.5520160794258118
123,64,2,floor,0.7475000023841858,0.6449999809265137,0.6399999856948853,0.5650953054428101
123,64,2,ceil,0.7606250047683716,0.6499999761581421,0.6625000238418579,0.5318797826766968
123,64,4,baseline,0.9893749952316284,0.9775000214576721,0.9775000214576721,0.06941673159599304
123,64,4,nearest,0.984375,0.9649999737739563,0.9700000286102295,0.11090455949306488
123,64,4,floor,0.984375,0.9674999713897705,0.9800000190734863,0.08046586066484451
123,64,4,ceil,0.984375,0.9674999713897705,0.9800000190734863,0.08405451476573944
123,64,6,baseline,0.9912499785423279,0.9674999713897705,0.9775000214576721,0.09604174643754959
123,64,6,nearest,0.9837499856948853,0.9674999713897705,0.9700000286102295,0.09296342730522156
123,64,6,floor,0.9831249713897705,0.9524999856948853,0.9775000214576721,0.11163874715566635
123,64,6,ceil,0.9837499856948853,0.9624999761581421,0.9775000214576721,0.09314069896936417
123,64,8,baseline,0.9943749904632568,0.9549999833106995,0.9649999737739563,0.20703688263893127
123,64,8,nearest,0.9850000143051147,0.9624999761581421,0.9700000286102295,0.10985826700925827
123,64,8,floor,0.9893749952316284,0.9549999833106995,0.9674999713897705,0.16762052476406097
123,64,8,ceil,0.9893749952316284,0.9649999737739563,0.9725000262260437,0.11319644749164581
123,64,10,baseline,0.9943749904632568,0.9524999856948853,0.9524999856948853,0.2757561206817627
123,64,10,nearest,0.9781249761581421,0.9424999952316284,0.949999988079071,0.14946942031383514
123,64,10,floor,0.9818750023841858,0.9599999785423279,0.9700000286102295,0.1238292008638382
123,64,10,ceil,0.9781249761581421,0.949999988079071,0.949999988079071,0.2388036549091339
123,128,2,baseline,0.9893749952316284,0.9649999737739563,0.9649999737739563,0.11358176916837692
123,128,2,nearest,0.8799999952316284,0.7774999737739563,0.7900000214576721,0.40957340598106384
123,128,2,floor,0.8643749952316284,0.7450000047683716,0.7475000023841858,0.43912726640701294
123,128,2,ceil,0.8693749904632568,0.75,0.7400000095367432,0.44823452830314636
123,128,4,baseline,0.9906250238418579,0.9725000262260437,0.9775000214576721,0.09900829941034317
123,128,4,nearest,0.984375,0.9624999761581421,0.9750000238418579,0.09042801707983017
123,128,4,floor,0.9856250286102295,0.9674999713897705,0.9725000262260437,0.08650558441877365
123,128,4,ceil,0.9868749976158142,0.9725000262260437,0.9775000214576721,0.07451555877923965
123,128,6,baseline,0.9937499761581421,0.9674999713897705,0.9800000190734863,0.13840849697589874
123,128,6,nearest,0.9925000071525574,0.9649999737739563,0.9775000214576721,0.1250724196434021
123,128,6,floor,0.9918749928474426,0.9599999785423279,0.9750000238418579,0.1121874749660492
123,128,6,ceil,0.9906250238418579,0.9599999785423279,0.9775000214576721,0.13904954493045807
123,128,8,baseline,0.9937499761581421,0.9649999737739563,0.9700000286102295,0.10019411891698837
123,128,8,nearest,0.9881250262260437,0.9599999785423279,0.9725000262260437,0.1434963196516037
123,128,8,floor,0.9937499761581421,0.9649999737739563,0.9750000238418579,0.14491192996501923
123,128,8,ceil,0.9893749952316284,0.9700000286102295,0.9775000214576721,0.12671515345573425
123,128,10,baseline,0.9906250238418579,0.9750000238418579,0.9775000214576721,0.10349015891551971
123,128,10,nearest,0.9925000071525574,0.9599999785423279,0.9725000262260437,0.11978200078010559
123,128,10,floor,0.9906250238418579,0.9674999713897705,0.9775000214576721,0.12724921107292175
123,128,10,ceil,0.9887499809265137,0.9649999737739563,0.9750000238418579,0.11215036362409592
999,4,2,baseline,0.5943750143051147,0.5450000166893005,0.5525000095367432,0.6947508454322815
999,4,2,nearest,0.5924999713897705,0.550000011920929,0.5525000095367432,0.6931707859039307
999,4,2,floor,0.5837500095367432,0.5350000262260437,0.5575000047683716,0.6921958327293396
999,4,2,ceil,0.5956249833106995,0.550000011920929,0.5550000071525574,0.6940165758132935
999,4,4,baseline,0.5681250095367432,0.5249999761581421,0.5600000023841858,0.6920104026794434
999,4,4,nearest,0.5649999976158142,0.5174999833106995,0.5350000262260437,0.6915425658226013
999,4,4,floor,0.5662500262260437,0.5249999761581421,0.5400000214576721,0.6915472149848938
999,4,4,ceil,0.5674999952316284,0.5224999785423279,0.5575000047683716,0.6920007467269897
999,4,6,baseline,0.5712500214576721,0.5325000286102295,0.5400000214576721,0.6941200494766235
999,4,6,nearest,0.5849999785423279,0.5149999856948853,0.5249999761581421,0.6908661127090454
999,4,6,floor,0.5693749785423279,0.5325000286102295,0.5450000166893005,0.6893889904022217
999,4,6,ceil,0.5456249713897705,0.5,0.5450000166893005,0.6919471025466919
999,4,8,baseline,0.5037500262260437,0.48500001430511475,0.5149999856948853,0.6934003233909607
999,4,8,nearest,0.5037500262260437,0.48500001430511475,0.5149999856948853,0.6933992505073547
999,4,8,floor,0.5037500262260437,0.48500001430511475,0.5149999856948853,0.6934007406234741
999,4,8,ceil,0.5037500262260437,0.48500001430511475,0.5149999856948853,0.693396806716919
999,4,10,baseline,0.4962500035762787,0.5149999856948853,0.5149999856948853,0.6928836107254028
999,4,10,nearest,0.4962500035762787,0.5149999856948853,0.5149999856948853,0.6929013133049011
999,4,10,floor,0.4962500035762787,0.5149999856948853,0.5149999856948853,0.6928966045379639
999,4,10,ceil,0.4962500035762787,0.5149999856948853,0.5149999856948853,0.6929103136062622
999,8,2,baseline,0.6256250143051147,0.5575000047683716,0.5799999833106995,0.6840444803237915
999,8,2,nearest,0.609375,0.550000011920929,0.5774999856948853,0.6848657727241516
999,8,2,floor,0.612500011920929,0.5475000143051147,0.550000011920929,0.692594587802887
999,8,2,ceil,0.5987499952316284,0.5400000214576721,0.5625,0.6925248503684998
999,8,4,baseline,0.6787499785423279,0.5924999713897705,0.6100000143051147,0.6424487829208374
999,8,4,nearest,0.6556249856948853,0.6025000214576721,0.6200000047683716,0.6408854126930237
999,8,4,floor,0.6568750143051147,0.5699999928474426,0.5774999856948853,0.6719744205474854
999,8,4,ceil,0.706250011920929,0.6324999928474426,0.6449999809265137,0.638200581073761
999,8,6,baseline,0.6349999904632568,0.6225000023841858,0.6225000023841858,0.6112403273582458
999,8,6,nearest,0.5899999737739563,0.5774999856948853,0.5849999785423279,0.6865070462226868
999,8,6,floor,0.5849999785423279,0.574999988079071,0.5774999856948853,0.6866296529769897
999,8,6,ceil,0.5956249833106995,0.5874999761581421,0.5975000262260437,0.6756685376167297
999,8,8,baseline,0.7425000071525574,0.6899999976158142,0.6899999976158142,0.5448455214500427
999,8,8,nearest,0.6625000238418579,0.6000000238418579,0.6100000143051147,0.6634538769721985
999,8,8,floor,0.6050000190734863,0.5699999928474426,0.5950000286102295,0.6789374351501465
999,8,8,ceil,0.6499999761581421,0.6000000238418579,0.5924999713897705,0.6674495935440063
999,8,10,baseline,0.7168750166893005,0.6625000238418579,0.6625000238418579,0.5877574682235718
999,8,10,nearest,0.7262499928474426,0.6274999976158142,0.6625000238418579,0.6395681500434875
999,8,10,floor,0.7325000166893005,0.6499999761581421,0.6625000238418579,0.6201819777488708
999,8,10,ceil,0.737500011920929,0.6875,0.7225000262260437,0.5963814854621887
999,16,2,baseline,0.659375011920929,0.5724999904632568,0.5799999833106995,0.6610731482505798
999,16,2,nearest,0.625,0.5550000071525574,0.5649999976158142,0.6757681965827942
999,16,2,floor,0.6237499713897705,0.5450000166893005,0.5649999976158142,0.6838767528533936
999,16,2,ceil,0.6349999904632568,0.5525000095367432,0.5625,0.6783390045166016
999,16,4,baseline,0.8068749904632568,0.6800000071525574,0.6800000071525574,0.49686264991760254
999,16,4,nearest,0.699999988079071,0.6050000190734863,0.612500011920929,0.5969623327255249
999,16,4,floor,0.7099999785423279,0.6100000143051147,0.637499988079071,0.5907184481620789
999,16,4,ceil,0.7450000047683716,0.5924999713897705,0.6050000190734863,0.6075503826141357
999,16,6,baseline,0.9862499833106995,0.949999988079071,0.949999988079071,0.15750575065612793
999,16,6,nearest,0.9237499833106995,0.875,0.875,0.31501567363739014
999,16,6,floor,0.9306250214576721,0.8974999785423279,0.8899999856948853,0.30597221851348877
999,16,6,ceil,0.8675000071525574,0.7850000262260437,0.8025000095367432,0.4029720723628998
999,16,8,baseline,0.9906250238418579,0.9674999713897705,0.9674999713897705,0.13627588748931885
999,16,8,nearest,0.7931249737739563,0.7300000190734863,0.762499988079071,0.49985095858573914
999,16,8,floor,0.75,0.699999988079071,0.7250000238418579,0.5311529636383057
999,16,8,ceil,0.6731250286102295,0.6324999928474426,0.6524999737739563,0.5530607104301453
999,16,10,baseline,0.9606249928474426,0.9075000286102295,0.9075000286102295,0.34176796674728394
999,16,10,nearest,0.8787500262260437,0.8125,0.8174999952316284,0.4622853994369507
999,16,10,floor,0.875,0.8349999785423279,0.8399999737739563,0.3828273415565491
999,16,10,ceil,0.9212499856948853,0.8849999904632568,0.887499988079071,0.3282451629638672
999,32,2,baseline,0.7493749856948853,0.6399999856948853,0.6399999856948853,0.5354182720184326
999,32,2,nearest,0.7306249737739563,0.6150000095367432,0.6349999904632568,0.5935806035995483
999,32,2,floor,0.721875011920929,0.5975000262260437,0.6025000214576721,0.6094829440116882
999,32,2,ceil,0.762499988079071,0.6274999976158142,0.6324999928474426,0.5823566913604736
999,32,4,baseline,0.9906250238418579,0.9700000286102295,0.9700000286102295,0.06846124678850174
999,32,4,nearest,0.9681249856948853,0.9399999976158142,0.949999988079071,0.14948949217796326
999,32,4,floor,0.9818750023841858,0.9549999833106995,0.9624999761581421,0.14666414260864258
999,32,4,ceil,0.9800000190734863,0.9674999713897705,0.9775000214576721,0.10878133028745651
999,32,6,baseline,0.9937499761581421,0.9624999761581421,0.9750000238418579,0.10802231729030609
