seed,width,depth,rounding,bits,final_train_acc,final_test_acc,best_test_acc,final_loss
123,4,10,nearest,8,0.5037500262260437,0.48500001430511475,0.5149999856948853,0.6933781504631042
123,4,10,nearest,4,0.4962500035762787,0.5149999856948853,0.5149999856948853,0.6929884552955627
123,4,10,floor,8,0.5037500262260437,0.48500001430511475,0.5149999856948853,0.6933778524398804
123,4,10,floor,4,0.7581250071525574,0.7425000071525574,0.7450000047683716,0.6704863905906677
123,4,10,ceil,8,0.5037500262260437,0.48500001430511475,0.5149999856948853,0.693403422832489
123,4,10,ceil,4,0.5037500262260437,0.48500001430511475,0.5149999856948853,0.6932998895645142
123,8,2,nearest,8,0.6362500190734863,0.5824999809265137,0.5824999809265137,0.6899332404136658
123,8,2,nearest,4,0.7599999904632568,0.699999988079071,0.7300000190734863,0.5380963683128357
123,8,2,floor,8,0.6200000047683716,0.550000011920929,0.574999988079071,0.6933338642120361
123,8,2,floor,4,0.7093750238418579,0.6524999737739563,0.6524999737739563,0.5932703614234924
123,8,2,ceil,8,0.5931249856948853,0.5649999976158142,0.5724999904632568,0.6910423040390015
123,8,2,ceil,4,0.8174999952316284,0.7450000047683716,0.7699999809265137,0.5672332644462585
123,8,4,nearest,8,0.6162499785423279,0.5674999952316284,0.5774999856948853,0.6871451735496521
123,8,4,nearest,4,0.7400000095367432,0.6899999976158142,0.7400000095367432,0.5485399961471558
123,8,4,floor,8,0.609375,0.574999988079071,0.5799999833106995,0.6839940547943115
123,8,4,floor,4,0.796875,0.7300000190734863,0.7425000071525574,0.5681815147399902
123,8,4,ceil,8,0.6031249761581421,0.5575000047683716,0.5625,0.6937391757965088
123,8,4,ceil,4,0.7256249785423279,0.6899999976158142,0.7049999833106995,0.6018605828285217
123,8,6,nearest,8,0.6274999976158142,0.574999988079071,0.5975000262260437,0.6887190937995911
123,8,6,nearest,4,0.7049999833106995,0.6650000214576721,0.6875,0.6015073657035828
123,8,6,floor,8,0.6143749952316284,0.5774999856948853,0.5899999737739563,0.6896681189537048
123,8,6,floor,4,0.6974999904632568,0.637499988079071,0.6524999737739563,0.6182565689086914
123,8,6,ceil,8,0.5874999761581421,0.574999988079071,0.6000000238418579,0.6837809681892395
123,8,6,ceil,4,0.753125011920929,0.6974999904632568,0.7275000214576721,0.5760876536369324
123,8,8,nearest,8,0.6712499856948853,0.5724999904632568,0.5924999713897705,0.6681429147720337
123,8,8,nearest,4,0.78125,0.7225000262260437,0.7275000214576721,0.6156442761421204
123,8,8,floor,8,0.609375,0.5375000238418579,0.5425000190734863,0.6839856505393982
123,8,8,floor,4,0.7568749785423279,0.6924999952316284,0.7074999809265137,0.6294710040092468
123,8,8,ceil,8,0.6081249713897705,0.5425000190734863,0.5550000071525574,0.6900768280029297
123,8,8,ceil,4,0.7037500143051147,0.6449999809265137,0.6449999809265137,0.6392483711242676
123,8,10,nearest,8,0.6256250143051147,0.612500011920929,0.6150000095367432,0.6696687936782837
123,8,10,nearest,4,0.753125011920929,0.6949999928474426,0.7149999737739563,0.6015768051147461
123,8,10,floor,8,0.6806250214576721,0.5924999713897705,0.6050000190734863,0.6900820732116699
123,8,10,floor,4,0.800000011920929,0.7174999713897705,0.7649999856948853,0.5748000144958496
123,8,10,ceil,8,0.6762499809265137,0.6050000190734863,0.6050000190734863,0.6989932060241699
123,8,10,ceil,4,0.8081250190734863,0.7325000166893005,0.7699999809265137,0.5907829403877258
123,16,2,nearest,8,0.606249988079071,0.5174999833106995,0.5575000047683716,0.686115562915802
123,16,2,nearest,4,0.8631250262260437,0.8174999952316284,0.8224999904632568,0.4589749276638031
123,16,2,floor,8,0.6037499904632568,0.5249999761581421,0.5600000023841858,0.6881587505340576
123,16,2,floor,4,0.793749988079071,0.7149999737739563,0.7524999976158142,0.5287545919418335
123,16,2,ceil,8,0.6100000143051147,0.5299999713897705,0.5575000047683716,0.6789700984954834
123,16,2,ceil,4,0.8287500143051147,0.7649999856948853,0.8025000095367432,0.4954944849014282
123,16,4,nearest,8,0.7425000071525574,0.6225000023841858,0.6200000047683716,0.5974898338317871
123,16,4,nearest,4,0.8525000214576721,0.824999988079071,0.8199999928474426,0.422456830739975
123,16,4,floor,8,0.7106249928474426,0.6075000166893005,0.625,0.6075252890586853
123,16,4,floor,4,0.8493750095367432,0.7925000190734863,0.824999988079071,0.3881005048751831
123,16,4,ceil,8,0.7706249952316284,0.6875,0.6775000095367432,0.5712512135505676
123,16,4,ceil,4,0.8343750238418579,0.8149999976158142,0.8050000071525574,0.4676954746246338
123,16,6,nearest,8,0.8556249737739563,0.7875000238418579,0.8075000047683716,0.400244802236557
123,16,6,nearest,4,0.8181250095367432,0.75,0.8025000095367432,0.5187519192695618
123,16,6,floor,8,0.890625,0.8349999785423279,0.8450000286102295,0.362755686044693
123,16,6,floor,4,0.8137500286102295,0.7574999928474426,0.8050000071525574,0.49989083409309387
123,16,6,ceil,8,0.8018749952316284,0.737500011920929,0.7475000023841858,0.5143935680389404
123,16,6,ceil,4,0.793749988079071,0.7325000166893005,0.7699999809265137,0.5186054706573486
123,16,8,nearest,8,0.7437499761581421,0.6349999904632568,0.6424999833106995,0.6381553411483765
123,16,8,nearest,4,0.8637499809265137,0.7975000143051147,0.824999988079071,0.41820159554481506
123,16,8,floor,8,0.8037499785423279,0.7325000166893005,0.7450000047683716,0.4808214604854584
123,16,8,floor,4,0.7825000286102295,0.75,0.7749999761581421,0.47328826785087585
123,16,8,ceil,8,0.7950000166893005,0.7350000143051147,0.7799999713897705,0.5123639106750488
123,16,8,ceil,4,0.8493750095367432,0.8349999785423279,0.8424999713897705,0.39464497566223145
123,16,10,nearest,8,0.8118749856948853,0.7174999713897705,0.7200000286102295,0.5576293468475342
123,16,10,nearest,4,0.8212500214576721,0.7925000190734863,0.8050000071525574,0.46505510807037354
123,16,10,floor,8,0.8062499761581421,0.7124999761581421,0.7200000286102295,0.6226759552955627
123,16,10,floor,4,0.7518749833106995,0.6875,0.7225000262260437,0.5865784287452698
123,16,10,ceil,8,0.8393750190734863,0.7574999928474426,0.7674999833106995,0.47590088844299316
123,16,10,ceil,4,0.8324999809265137,0.7774999737739563,0.800000011920929,0.4982759952545166
123,32,2,nearest,8,0.6818749904632568,0.5674999952316284,0.5724999904632568,0.6363027691841125
123,32,2,nearest,4,0.9012500047683716,0.8700000047683716,0.8799999952316284,0.3128369152545929
123,32,2,floor,8,0.6831250190734863,0.5575000047683716,0.5724999904632568,0.6389302611351013
123,32,2,floor,4,0.8899999856948853,0.875,0.875,0.3175200819969177
123,32,2,ceil,8,0.7087500095367432,0.5874999761581421,0.6100000143051147,0.6085780262947083
123,32,2,ceil,4,0.8618749976158142,0.8299999833106995,0.8575000166893005,0.41907191276550293
123,32,4,nearest,8,0.878125011920929,0.7875000238418579,0.8199999928474426,0.4000760316848755
123,32,4,nearest,4,0.8931249976158142,0.8149999976158142,0.8700000047683716,0.37175557017326355
123,32,4,floor,8,0.856249988079071,0.7850000262260437,0.7900000214576721,0.38878682255744934
123,32,4,floor,4,0.859375,0.800000011920929,0.8475000262260437,0.4023960828781128
123,32,4,ceil,8,0.8762500286102295,0.8025000095367432,0.8299999833106995,0.3723532557487488
123,32,4,ceil,4,0.8006250262260437,0.7850000262260437,0.8399999737739563,0.45106053352355957
123,32,6,nearest,8,0.9706249833106995,0.9474999904632568,0.949999988079071,0.15987305343151093
123,32,6,nearest,4,0.9268749952316284,0.8849999904632568,0.8924999833106995,0.33780357241630554
123,32,6,floor,8,0.9743750095367432,0.9574999809265137,0.9649999737739563,0.12698675692081451
123,32,6,floor,4,0.8356249928474426,0.7925000190734863,0.8199999928474426,0.4064410924911499
123,32,6,ceil,8,0.9750000238418579,0.9449999928474426,0.9649999737739563,0.1717378795146942
123,32,6,ceil,4,0.8618749976158142,0.8475000262260437,0.8700000047683716,0.3618943691253662
123,32,8,nearest,8,0.9412500262260437,0.9175000190734863,0.9350000023841858,0.19864468276500702
123,32,8,nearest,4,0.8056250214576721,0.7975000143051147,0.824999988079071,0.39887934923171997
123,32,8,floor,8,0.9487500190734863,0.9125000238418579,0.9275000095367432,0.22620923817157745
123,32,8,floor,4,0.7993749976158142,0.7925000190734863,0.7975000143051147,0.4605230391025543
123,32,8,ceil,8,0.9668750166893005,0.9375,0.9275000095367432,0.1774752289056778
123,32,8,ceil,4,0.8274999856948853,0.7699999809265137,0.8324999809265137,0.4599519371986389
123,32,10,nearest,8,0.9356250166893005,0.875,0.9100000262260437,0.3395547866821289
123,32,10,nearest,4,0.8381249904632568,0.7825000286102295,0.8174999952316284,0.37724244594573975
123,32,10,floor,8,0.949999988079071,0.8824999928474426,0.9100000262260437,0.33880168199539185
123,32,10,floor,4,0.8412500023841858,0.8149999976158142,0.8550000190734863,0.36205124855041504
123,32,10,ceil,8,0.9287499785423279,0.887499988079071,0.8949999809265137,0.30976060032844543
123,32,10,ceil,4,0.8193749785423279,0.7975000143051147,0.8324999809265137,0.4461878538131714
123,64,2,nearest,8,0.7806249856948853,0.6474999785423279,0.6675000190734863,0.5535522103309631
123,64,2,nearest,4,0.9518749713897705,0.8924999833106995,0.9150000214576721,0.2565205693244934
123,64,2,floor,8,0.7543749809265137,0.6175000071525574,0.6449999809265137,0.5713516473770142
123,64,2,floor,4,0.934374988079071,0.9150000214576721,0.9200000166893005,0.21318799257278442
123,64,2,ceil,8,0.7481250166893005,0.6349999904632568,0.6449999809265137,0.5549667477607727
123,64,2,ceil,4,0.9262499809265137,0.9125000238418579,0.9175000190734863,0.22764265537261963
123,64,4,nearest,8,0.9856250286102295,0.9700000286102295,0.9725000262260437,0.09165516495704651
123,64,4,nearest,4,0.9125000238418579,0.8675000071525574,0.9049999713897705,0.2946016788482666
123,64,4,floor,8,0.9862499833106995,0.9624999761581421,0.9750000238418579,0.08889701217412949
123,64,4,floor,4,0.8999999761581421,0.8525000214576721,0.8725000023841858,0.3215373158454895
123,64,4,ceil,8,0.9818750023841858,0.9599999785423279,0.9750000238418579,0.0997365415096283
123,64,4,ceil,4,0.8656250238418579,0.8500000238418579,0.8675000071525574,0.35949432849884033
123,64,6,nearest,8,0.9862499833106995,0.9725000262260437,0.9674999713897705,0.10689053684473038
123,64,6,nearest,4,0.8756250143051147,0.8424999713897705,0.8525000214576721,0.39156174659729004
123,64,6,floor,8,0.987500011920929,0.9624999761581421,0.9775000214576721,0.09906254708766937
123,64,6,floor,4,0.8537499904632568,0.8100000023841858,0.862500011920929,0.4210665225982666
123,64,6,ceil,8,0.9868749976158142,0.9674999713897705,0.9750000238418579,0.09701483696699142
123,64,6,ceil,4,0.8381249904632568,0.7975000143051147,0.8349999785423279,0.43520987033843994
123,64,8,nearest,8,0.9900000095367432,0.9624999761581421,0.9725000262260437,0.10592252016067505
123,64,8,nearest,4,0.9268749952316284,0.8774999976158142,0.9175000190734863,0.34421855211257935
123,64,8,floor,8,0.9856250286102295,0.9674999713897705,0.9800000190734863,0.10453077405691147
123,64,8,floor,4,0.8806250095367432,0.8224999904632568,0.8600000143051147,0.37120041251182556
123,64,8,ceil,8,0.9850000143051147,0.9574999809265137,0.9725000262260437,0.12132029235363007
123,64,8,ceil,4,0.8299999833106995,0.7975000143051147,0.8475000262260437,0.48432278633117676
123,64,10,nearest,8,0.9881250262260437,0.9649999737739563,0.9700000286102295,0.18237563967704773
123,64,10,nearest,4,0.6474999785423279,0.6524999737739563,0.8299999833106995,46.023902893066406
123,64,10,floor,8,0.9700000286102295,0.9275000095367432,0.9449999928474426,0.2719406485557556
123,64,10,floor,4,0.9131249785423279,0.862500011920929,0.887499988079071,0.3823831081390381
123,64,10,ceil,8,0.9662500023841858,0.9325000047683716,0.9524999856948853,0.20575903356075287
123,64,10,ceil,4,0.7543749809265137,0.7200000286102295,0.7900000214576721,0.5613846182823181
123,128,2,nearest,8,0.8362500071525574,0.7200000286102295,0.7149999737739563,0.4565432667732239
123,128,2,nearest,4,0.9574999809265137,0.9300000071525574,0.9474999904632568,0.23553311824798584
123,128,2,floor,8,0.8287500143051147,0.7099999785423279,0.699999988079071,0.4808650612831116
123,128,2,floor,4,0.9599999785423279,0.9399999976158142,0.9424999952316284,0.1891256868839264
123,128,2,ceil,8,0.8662499785423279,0.75,0.7524999976158142,0.4409795105457306
123,128,2,ceil,4,0.9281250238418579,0.8824999928474426,0.8999999761581421,0.2805086374282837
123,128,4,nearest,8,0.9856250286102295,0.9624999761581421,0.9800000190734863,0.09879930317401886
123,128,4,nearest,4,0.9256250262260437,0.875,0.9075000286102295,0.33324021100997925
123,128,4,floor,8,0.9825000166893005,0.9700000286102295,0.9775000214576721,0.08926910161972046
123,128,4,floor,4,0.9431250095367432,0.8924999833106995,0.9200000166893005,0.2757772207260132
123,128,4,ceil,8,0.9881250262260437,0.9649999737739563,0.9725000262260437,0.1069653332233429
123,128,4,ceil,4,0.9393749833106995,0.9075000286102295,0.9200000166893005,0.22360268235206604
123,128,6,nearest,8,0.9912499785423279,0.9624999761581421,0.9800000190734863,0.1290796548128128
123,128,6,nearest,4,0.9381250143051147,0.8824999928474426,0.9049999713897705,0.2556215226650238
123,128,6,floor,8,0.9925000071525574,0.949999988079071,0.9775000214576721,0.16111859679222107
123,128,6,floor,4,0.8843749761581421,0.8075000047683716,0.8824999928474426,0.3899538815021515
123,128,6,ceil,8,0.9900000095367432,0.9624999761581421,0.9775000214576721,0.13748246431350708
123,128,6,ceil,4,0.8943750262260437,0.8374999761581421,0.8824999928474426,0.36684268712997437
123,128,8,nearest,8,0.9956250190734863,0.9574999809265137,0.9750000238418579,0.13572755455970764
123,128,8,nearest,4,0.8543750047683716,0.8075000047683716,0.8725000023841858,0.4246387779712677
123,128,8,floor,8,0.9881250262260437,0.9700000286102295,0.9775000214576721,0.12468069046735764
123,128,8,floor,4,0.8912500143051147,0.8500000238418579,0.8899999856948853,0.4146997928619385
123,128,8,ceil,8,0.9937499761581421,0.9674999713897705,0.9800000190734863,0.12295582890510559
123,128,8,ceil,4,0.8812500238418579,0.8424999713897705,0.875,0.5910300612449646
123,128,10,nearest,8,0.9887499809265137,0.9599999785423279,0.9800000190734863,0.11360576003789902
123,128,10,nearest,4,0.7024999856948853,0.6600000262260437,0.8349999785423279,0.7110799551010132
123,128,10,floor,8,0.9887499809265137,0.9599999785423279,0.9725000262260437,0.09658078849315643
123,128,10,floor,4,0.893750011920929,0.8525000214576721,0.9150000214576721,0.27070826292037964
123,128,10,ceil,8,0.9925000071525574,0.9649999737739563,0.9700000286102295,0.13204115629196167
123,128,10,ceil,4,0.7612500190734863,0.6924999952316284,0.8374999761581421,0.804562509059906
999,4,2,nearest,8,0.5181249976158142,0.5049999952316284,0.5475000143051147,0.6946674585342407
999,4,2,nearest,4,0.6512500047683716,0.5799999833106995,0.6150000095367432,0.6534206867218018
999,4,2,floor,8,0.5868750214576721,0.5525000095367432,0.5575000047683716,0.6920061707496643
999,4,2,floor,4,0.5993750095367432,0.5899999737739563,0.6000000238418579,0.6748657822608948
999,4,2,ceil,8,0.5756250023841858,0.5450000166893005,0.5600000023841858,0.6919198036193848
999,4,2,ceil,4,0.6581249833106995,0.625,0.6700000166893005,0.6447164416313171
999,4,4,nearest,8,0.6018750071525574,0.5299999713897705,0.5600000023841858,0.6913479566574097
999,4,4,nearest,4,0.6974999904632568,0.6025000214576721,0.6650000214576721,0.6317422389984131
999,4,4,floor,8,0.5643749833106995,0.5149999856948853,0.5450000166893005,0.6913800239562988
999,4,4,floor,4,0.7093750238418579,0.6650000214576721,0.6850000023841858,0.6209626197814941
999,4,4,ceil,8,0.5587499737739563,0.5400000214576721,0.5475000143051147,0.691557765007019
999,4,4,ceil,4,0.7362499833106995,0.6924999952316284,0.6899999976158142,0.5832993984222412
999,4,6,nearest,8,0.5699999928474426,0.5375000238418579,0.5425000190734863,0.6911154389381409
999,4,6,nearest,4,0.7137500047683716,0.6650000214576721,0.6625000238418579,0.6831453442573547
999,4,6,floor,8,0.5356249809265137,0.4950000047683716,0.5325000286102295,0.6930902004241943
999,4,6,floor,4,0.6887500286102295,0.6474999785423279,0.6650000214576721,0.6613677144050598
999,4,6,ceil,8,0.5487499833106995,0.5325000286102295,0.5375000238418579,0.6902031898498535
999,4,6,ceil,4,0.5037500262260437,0.48500001430511475,0.5149999856948853,0.6936826109886169
999,4,8,nearest,8,0.5037500262260437,0.48500001430511475,0.5149999856948853,0.6933992505073547
999,4,8,nearest,4,0.5037500262260437,0.48500001430511475,0.5149999856948853,0.6934189796447754
999,4,8,floor,8,0.5037500262260437,0.48500001430511475,0.5149999856948853,0.6934007406234741
999,4,8,floor,4,0.5037500262260437,0.48500001430511475,0.5149999856948853,0.6934151649475098
999,4,8,ceil,8,0.5037500262260437,0.48500001430511475,0.5149999856948853,0.693396806716919
999,4,8,ceil,4,0.5037500262260437,0.48500001430511475,0.5149999856948853,0.6932823061943054
999,4,10,nearest,8,0.4962500035762787,0.5149999856948853,0.5149999856948853,0.6929233074188232
999,4,10,nearest,4,0.4962500035762787,0.5149999856948853,0.5149999856948853,0.6929022073745728
999,4,10,floor,8,0.4962500035762787,0.5149999856948853,0.5149999856948853,0.6929133534431458
999,4,10,floor,4,0.4962500035762787,0.5149999856948853,0.5149999856948853,0.6929744482040405
999,4,10,ceil,8,0.4962500035762787,0.5149999856948853,0.5149999856948853,0.6926977634429932
999,4,10,ceil,4,0.4962500035762787,0.5149999856948853,0.5149999856948853,0.6927229166030884
999,8,2,nearest,8,0.6081249713897705,0.5550000071525574,0.5575000047683716,0.6907325983047485
999,8,2,nearest,4,0.8806250095367432,0.8174999952316284,0.8324999809265137,0.4185107946395874
999,8,2,floor,8,0.6106250286102295,0.5525000095367432,0.5550000071525574,0.6902143359184265
999,8,2,floor,4,0.7818750143051147,0.7425000071525574,0.7674999833106995,0.5544028878211975
999,8,2,ceil,8,0.5918750166893005,0.5400000214576721,0.5724999904632568,0.6891560554504395
999,8,2,ceil,4,0.824999988079071,0.7850000262260437,0.800000011920929,0.46912673115730286
999,8,4,nearest,8,0.6643750071525574,0.5950000286102295,0.6050000190734863,0.6511998176574707
999,8,4,nearest,4,0.8456249833106995,0.8125,0.8149999976158142,0.40148162841796875
999,8,4,floor,8,0.6193749904632568,0.5724999904632568,0.5724999904632568,0.6820807456970215
999,8,4,floor,4,0.8112499713897705,0.7200000286102295,0.7524999976158142,0.5167744755744934
999,8,4,ceil,8,0.6850000023841858,0.6050000190734863,0.6175000071525574,0.6580197215080261
999,8,4,ceil,4,0.734375,0.6499999761581421,0.6775000095367432,0.6284967064857483
999,8,6,nearest,8,0.5643749833106995,0.5674999952316284,0.5724999904632568,0.6842043399810791
999,8,6,nearest,4,0.8399999737739563,0.7649999856948853,0.7900000214576721,0.517632246017456
999,8,6,floor,8,0.6343749761581421,0.5874999761581421,0.5975000262260437,0.6773882508277893
999,8,6,floor,4,0.6700000166893005,0.6225000023841858,0.6650000214576721,0.6506774425506592
999,8,6,ceil,8,0.6143749952316284,0.5799999833106995,0.5874999761581421,0.6861482262611389
999,8,6,ceil,4,0.6825000047683716,0.6150000095367432,0.675000011920929,0.6541343927383423
999,8,8,nearest,8,0.6787499785423279,0.6225000023841858,0.6349999904632568,0.6436778903007507
999,8,8,nearest,4,0.84375,0.7774999737739563,0.8025000095367432,0.4921785295009613
999,8,8,floor,8,0.6631249785423279,0.5849999785423279,0.5950000286102295,0.641936182975769
999,8,8,floor,4,0.7487499713897705,0.7250000238418579,0.737500011920929,0.5463551878929138
999,8,8,ceil,8,0.6650000214576721,0.5774999856948853,0.5950000286102295,0.6306169033050537
999,8,8,ceil,4,0.7681249976158142,0.7200000286102295,0.7250000238418579,0.5974625945091248
999,8,10,nearest,8,0.6924999952316284,0.5975000262260437,0.6200000047683716,0.6235556602478027
999,8,10,nearest,4,0.7881249785423279,0.7174999713897705,0.7724999785423279,0.5514273643493652
999,8,10,floor,8,0.6293749809265137,0.5525000095367432,0.5975000262260437,0.6491889357566833
999,8,10,floor,4,0.8512499928474426,0.8025000095367432,0.8199999928474426,0.463594526052475
999,8,10,ceil,8,0.6737499833106995,0.6100000143051147,0.6100000143051147,0.6675205230712891
999,8,10,ceil,4,0.8324999809265137,0.8224999904632568,0.824999988079071,0.6035099625587463
999,16,2,nearest,8,0.6349999904632568,0.5699999928474426,0.574999988079071,0.6827267408370972
999,16,2,nearest,4,0.8174999952316284,0.7475000023841858,0.7749999761581421,0.5169476866722107
999,16,2,floor,8,0.625,0.5699999928474426,0.5674999952316284,0.6838956475257874
999,16,2,floor,4,0.8218749761581421,0.7774999737739563,0.7774999737739563,0.4391423761844635
999,16,2,ceil,8,0.609375,0.5450000166893005,0.5575000047683716,0.6801915764808655
999,16,2,ceil,4,0.8193749785423279,0.7774999737739563,0.7875000238418579,0.4311109483242035
999,16,4,nearest,8,0.675000011920929,0.5625,0.5774999856948853,0.6218054294586182
999,16,4,nearest,4,0.8118749856948853,0.7674999833106995,0.8349999785423279,0.4843897521495819
999,16,4,floor,8,0.6924999952316284,0.5950000286102295,0.6025000214576721,0.6280153393745422
999,16,4,floor,4,0.8056250214576721,0.75,0.800000011920929,0.500842273235321
999,16,4,ceil,8,0.6862499713897705,0.5325000286102295,0.5824999809265137,0.6292605996131897
999,16,4,ceil,4,0.8287500143051147,0.7724999785423279,0.7850000262260437,0.43094512820243835
999,16,6,nearest,8,0.8656250238418579,0.7674999833106995,0.7925000190734863,0.4809800386428833
999,16,6,nearest,4,0.8356249928474426,0.7749999761581421,0.8050000071525574,0.4768763482570648
999,16,6,floor,8,0.8587499856948853,0.7900000214576721,0.7724999785423279,0.44959521293640137
999,16,6,floor,4,0.8712499737739563,0.800000011920929,0.8299999833106995,0.4482012987136841
999,16,6,ceil,8,0.8856250047683716,0.824999988079071,0.8224999904632568,0.4158443510532379
999,16,6,ceil,4,0.75,0.7049999833106995,0.7275000214576721,0.5518747568130493
999,16,8,nearest,8,0.7912499904632568,0.7425000071525574,0.7549999952316284,0.43971142172813416
999,16,8,nearest,4,0.778124988079071,0.762499988079071,0.7975000143051147,0.5187366008758545
999,16,8,floor,8,0.8956249952316284,0.8675000071525574,0.8650000095367432,0.25837963819503784
999,16,8,floor,4,0.7087500095367432,0.7074999809265137,0.7049999833106995,0.5874912142753601
999,16,8,ceil,8,0.7425000071525574,0.6700000166893005,0.6825000047683716,0.5254261493682861
999,16,8,ceil,4,0.7649999856948853,0.7275000214576721,0.7475000023841858,0.5236229300498962
999,16,10,nearest,8,0.8199999928474426,0.7400000095367432,0.762499988079071,0.5464351773262024
999,16,10,nearest,4,0.8343750238418579,0.7749999761581421,0.8075000047683716,0.46574848890304565
999,16,10,floor,8,0.8575000166893005,0.7975000143051147,0.8100000023841858,0.45644307136535645
999,16,10,floor,4,0.9037500023841858,0.8650000095367432,0.8700000047683716,0.36447280645370483
999,16,10,ceil,8,0.8606250286102295,0.7749999761581421,0.7900000214576721,0.48964768648147583
999,16,10,ceil,4,0.7487499713897705,0.75,0.7699999809265137,0.5421906113624573
999,32,2,nearest,8,0.7193750143051147,0.6150000095367432,0.612500011920929,0.6177428364753723
999,32,2,nearest,4,0.8868749737739563,0.862500011920929,0.862500011920929,0.3810123801231384
999,32,2,floor,8,0.6812499761581421,0.5625,0.5874999761581421,0.6264484524726868
999,32,2,floor,4,0.9181249737739563,0.875,0.875,0.2979585528373718
999,32,2,ceil,8,0.7431250214576721,0.625,0.6299999952316284,0.5910584926605225
999,32,2,ceil,4,0.8681250214576721,0.8199999928474426,0.8149999976158142,0.4116133153438568
999,32,4,nearest,8,0.9518749713897705,0.9075000286102295,0.9175000190734863,0.24987022578716278
999,32,4,nearest,4,0.8693749904632568,0.8274999856948853,0.8575000166893005,0.3991389572620392
999,32,4,floor,8,0.9706249833106995,0.9325000047683716,0.9399999976158142,0.20215560495853424
999,32,4,floor,4,0.9156249761581421,0.8774999976158142,0.9100000262260437,0.29077935218811035
999,32,4,ceil,8,0.9768750071525574,0.9549999833106995,0.9549999833106995,0.14152158796787262
999,32,4,ceil,4,0.9193750023841858,0.8974999785423279,0.8949999809265137,0.26318639516830444
999,32,6,nearest,8,0.96875,0.925000011920929,0.9375,0.18361222743988037
999,32,6,nearest,4,0.8500000238418579,0.824999988079071,0.8575000166893005,0.37734752893447876
999,32,6,floor,8,0.9312499761581421,0.887499988079071,0.9024999737739563,0.23996561765670776
999,32,6,floor,4,0.8700000047683716,0.8050000071525574,0.8525000214576721,0.3990415930747986
999,32,6,ceil,8,0.9762499928474426,0.9624999761581421,0.9574999809265137,0.1427653729915619
999,32,6,ceil,4,0.8287500143051147,0.8025000095367432,0.8149999976158142,0.4035186767578125
999,32,8,nearest,8,0.9818750023841858,0.949999988079071,0.9599999785423279,0.1271490603685379
999,32,8,nearest,4,0.903124988079071,0.862500011920929,0.887499988079071,0.35443657636642456
999,32,8,floor,8,0.9762499928474426,0.949999988079071,0.9649999737739563,0.12215763330459595
999,32,8,floor,4,0.8418750166893005,0.7900000214576721,0.824999988079071,0.46977242827415466
999,32,8,ceil,8,0.9750000238418579,0.9200000166893005,0.9449999928474426,0.23361347615718842
999,32,8,ceil,4,0.8550000190734863,0.8025000095367432,0.8199999928474426,0.4368235468864441
999,32,10,nearest,8,0.9237499833106995,0.8949999809265137,0.8949999809265137,0.27376580238342285
999,32,10,nearest,4,0.8550000190734863,0.7950000166893005,0.824999988079071,0.4426857829093933
999,32,10,floor,8,0.9737499952316284,0.9549999833106995,0.9574999809265137,0.13189652562141418
999,32,10,floor,4,0.7900000214576721,0.7825000286102295,0.8774999976158142,0.3613394796848297
999,32,10,ceil,8,0.96875,0.9399999976158142,0.9375,0.19634675979614258
999,32,10,ceil,4,0.8131250143051147,0.7475000023841858,0.7850000262260437,0.5001364350318909
999,64,2,nearest,8,0.7699999809265137,0.6524999737739563,0.6524999737739563,0.5566626787185669
999,64,2,nearest,4,0.9337499737739563,0.8824999928474426,0.9075000286102295,0.3008670508861542
999,64,2,floor,8,0.7368749976158142,0.6274999976158142,0.637499988079071,0.5882607102394104
999,64,2,floor,4,0.9300000071525574,0.8999999761581421,0.9200000166893005,0.2660934329032898
999,64,2,ceil,8,0.778124988079071,0.6675000190734863,0.6600000262260437,0.552423894405365
999,64,2,ceil,4,0.8968750238418579,0.8525000214576721,0.8899999856948853,0.3682831823825836
999,64,4,nearest,8,0.9837499856948853,0.9649999737739563,0.9775000214576721,0.10030347108840942
999,64,4,nearest,4,0.956250011920929,0.9275000095367432,0.9325000047683716,0.2529200613498688
999,64,4,floor,8,0.9862499833106995,0.9700000286102295,0.9775000214576721,0.06994986534118652
999,64,4,floor,4,0.9293749928474426,0.925000011920929,0.9225000143051147,0.18636001646518707
999,64,4,ceil,8,0.9856250286102295,0.9725000262260437,0.9725000262260437,0.08939263969659805
999,64,4,ceil,4,0.7681249976158142,0.7024999856948853,0.8424999713897705,0.5858858227729797
999,64,6,nearest,8,0.9900000095367432,0.9549999833106995,0.9800000190734863,0.11963675171136856
999,64,6,nearest,4,0.8956249952316284,0.8700000047683716,0.8974999785423279,0.3208659887313843
999,64,6,floor,8,0.9868749976158142,0.9674999713897705,0.9825000166893005,0.09495683014392853
999,64,6,floor,4,0.8581249713897705,0.8299999833106995,0.8774999976158142,0.38723158836364746
999,64,6,ceil,8,0.9862499833106995,0.9574999809265137,0.9725000262260437,0.09705215692520142
999,64,6,ceil,4,0.7868750095367432,0.7875000238418579,0.862500011920929,0.47862017154693604
999,64,8,nearest,8,0.9868749976158142,0.949999988079071,0.9750000238418579,0.13050846755504608
999,64,8,nearest,4,0.8368750214576721,0.8199999928474426,0.8324999809265137,0.38349735736846924
999,64,8,floor,8,0.987500011920929,0.9700000286102295,0.9750000238418579,0.09649971127510071
999,64,8,floor,4,0.8918750286102295,0.8675000071525574,0.8824999928474426,0.4178691506385803
